SalePrice,Overall Qual,Exter Qual,Gr Liv Area,Kitchen Qual,Garage Cars,Garage Area,Total Bsmt SF
143000,7,2,1482,2,2.0,324.0,650.0
85000,5,2,1022,2,1.0,280.0,1022.0
124900,5,2,1869,2,2.0,456.0,1088.0
119000,6,1,1480,2,1.0,207.0,972.0
146500,6,2,1521,3,3.0,640.0,741.0
223500,5,2,1576,3,2.0,528.0,1324.0
205000,7,3,1548,4,2.0,672.0,952.0
137000,5,2,1654,2,1.0,336.0,297.0
128000,4,2,1324,2,1.0,240.0,672.0
134900,6,3,1176,2,2.0,624.0,698.0
117000,5,2,1348,2,1.0,216.0,884.0
132500,6,2,1412,2,1.0,280.0,780.0
93000,5,2,1142,2,1.0,320.0,468.0
119000,6,3,904,2,1.0,180.0,884.0
100000,5,2,1301,1,2.0,440.0,1145.0
141500,5,2,1539,2,2.0,576.0,927.0
133000,4,2,1573,3,1.0,240.0,884.0
105000,5,2,875,2,1.0,180.0,715.0
115000,5,2,995,2,1.0,264.0,960.0
150000,5,2,1582,2,1.0,250.0,952.0
126500,5,2,1072,2,5.0,1184.0,1072.0
167500,7,2,2019,3,2.0,532.0,728.0
155000,6,2,1768,2,2.0,576.0,1048.0
155000,7,3,1826,4,1.0,164.0,910.0
179900,7,2,1944,2,1.0,216.0,672.0
149000,6,2,1930,2,1.0,316.0,720.0
103000,4,2,1208,2,2.0,539.0,780.0
135000,6,2,1666,2,1.0,384.0,1204.0
116000,6,2,1403,2,1.0,308.0,698.0
88750,4,2,704,1,1.0,220.0,560.0
103600,6,2,1369,2,1.0,300.0,672.0
63000,5,2,1112,2,1.0,226.0,585.0
175000,5,2,1464,2,2.0,480.0,520.0
139000,5,2,1121,2,2.0,480.0,1121.0
172500,6,2,1683,2,2.0,440.0,918.0
113500,5,2,1052,2,1.0,668.0,1052.0
130000,5,2,899,3,1.0,288.0,864.0
137000,5,2,860,2,2.0,528.0,840.0
165000,5,2,1774,2,1.0,384.0,552.0
148000,6,2,1138,2,2.0,480.0,1138.0
143000,5,2,1473,4,1.0,452.0,1437.0
127500,6,2,1689,2,2.0,480.0,1436.0
121500,5,2,1073,2,1.0,340.0,1073.0
60000,5,2,1276,2,1.0,350.0,1276.0
154400,6,2,1639,3,1.0,240.0,747.0
113000,4,2,672,2,1.0,234.0,672.0
125000,5,2,1089,2,1.0,252.0,1089.0
139500,5,3,1049,3,1.0,266.0,1049.0
131000,5,2,1716,2,1.0,281.0,768.0
105000,6,2,1258,2,1.0,280.0,560.0
108000,4,2,1510,2,1.0,296.0,755.0
162000,7,3,1061,3,2.0,462.0,1054.0
156500,6,3,1338,3,2.0,576.0,520.0
316600,8,3,2132,3,2.0,612.0,1496.0
271900,7,3,2196,3,3.0,701.0,2158.0
213000,7,3,1775,3,2.0,425.0,740.0
239900,7,3,1879,3,2.0,473.0,1079.0
239500,8,3,2020,3,2.0,466.0,1128.0
131000,5,3,2016,2,2.0,576.0,0.0
118964,5,2,1535,2,2.0,410.0,0.0
153337,5,2,1224,2,2.0,528.0,1086.0
147983,5,2,2228,2,2.0,720.0,0.0
118858,5,2,1535,2,2.0,400.0,0.0
118858,5,2,1535,2,2.0,400.0,0.0
142953,5,2,2240,2,2.0,528.0,0.0
148325,5,2,1229,3,2.0,672.0,1094.0
113722,5,2,1513,2,2.0,400.0,0.0
323262,9,4,1680,4,3.0,1138.0,1555.0
297000,8,3,1718,3,3.0,826.0,1705.0
295493,8,3,1630,4,3.0,860.0,1622.0
332000,9,4,1720,4,3.0,846.0,1720.0
239900,8,3,1468,3,3.0,904.0,1468.0
212000,8,3,1768,3,2.0,578.0,866.0
272500,8,3,1838,3,2.0,524.0,1838.0
239000,9,3,1800,4,2.0,702.0,1800.0
220000,7,3,1604,3,2.0,660.0,1604.0
200000,7,3,1290,3,2.0,662.0,1282.0
221800,8,3,1254,3,3.0,810.0,1254.0
194500,7,3,1232,3,2.0,632.0,1232.0
237000,8,3,1498,3,3.0,844.0,1498.0
173000,6,3,1422,3,2.0,440.0,704.0
152000,5,2,1040,3,2.0,576.0,1040.0
143000,5,2,990,2,1.0,440.0,990.0
231500,6,2,1764,3,2.0,470.0,928.0
212000,7,3,1661,3,2.0,550.0,799.0
207000,7,2,1463,2,2.0,539.0,1463.0
145000,5,2,1097,2,2.0,672.0,1097.0
138000,5,2,990,2,2.0,480.0,990.0
197900,7,2,1779,3,2.0,546.0,866.0
204000,7,3,1501,3,2.0,577.0,1490.0
192000,7,3,1431,3,2.0,666.0,1431.0
200000,6,2,1772,2,2.0,492.0,928.0
195000,7,3,1660,3,2.0,493.0,831.0
227000,7,3,1573,3,2.0,544.0,1573.0
230000,7,3,1840,3,2.0,622.0,944.0
187100,7,3,1430,3,2.0,605.0,1413.0
203000,7,3,1444,3,2.0,577.0,1431.0
201000,7,3,1492,3,2.0,608.0,1492.0
134900,5,2,914,2,2.0,444.0,914.0
150500,5,2,1040,3,2.0,484.0,1040.0
133500,5,2,864,2,1.0,338.0,864.0
123000,5,2,894,2,2.0,600.0,894.0
133900,5,2,768,2,1.0,396.0,768.0
133000,5,2,768,2,2.0,396.0,768.0
250000,7,3,1611,3,3.0,1231.0,1569.0
220000,8,3,1513,3,2.0,521.0,1462.0
203000,7,3,1504,3,2.0,478.0,1504.0
210000,7,3,1417,3,2.0,511.0,1417.0
191000,7,3,1716,3,2.0,512.0,880.0
178000,7,3,1212,3,2.0,573.0,1212.0
213000,7,3,1630,3,2.0,451.0,1630.0
293200,8,3,1602,3,3.0,810.0,1578.0
190000,7,3,1728,3,2.0,572.0,864.0
190000,7,3,1500,3,2.0,570.0,1500.0
173500,6,3,1476,3,2.0,540.0,738.0
170000,6,3,1396,3,2.0,440.0,608.0
108000,4,2,1126,3,2.0,520.0,0.0
167000,5,2,1486,2,2.0,480.0,1486.0
100000,4,2,816,2,1.0,288.0,816.0
198500,7,3,1922,3,2.0,672.0,0.0
159500,6,2,1426,2,2.0,440.0,690.0
127000,4,2,1149,2,1.0,544.0,1014.0
125000,6,2,1125,2,1.0,352.0,1041.0
320000,9,4,1698,4,3.0,768.0,1698.0
145500,6,2,1072,2,2.0,525.0,547.0
85000,4,2,876,2,1.0,320.0,876.0
120000,5,2,1368,2,1.0,195.0,1078.0
98000,4,2,1529,2,1.0,240.0,0.0
82000,3,2,944,1,2.0,528.0,0.0
103500,5,2,1560,2,1.0,313.0,1150.0
110000,6,2,1196,3,2.0,528.0,684.0
122000,5,2,1298,2,1.0,256.0,720.0
117000,5,2,1604,2,2.0,660.0,984.0
160000,5,2,1268,2,1.0,250.0,832.0
159434,5,2,1520,2,1.0,281.0,793.0
60000,2,2,438,1,1.0,246.0,290.0
139500,6,2,1489,2,1.0,240.0,778.0
197000,7,2,3082,2,2.0,672.0,824.0
105000,6,2,1242,2,1.0,180.0,583.0
135000,4,2,1981,3,2.0,576.0,1122.0
147500,6,3,1232,3,2.0,440.0,816.0
137450,6,2,1608,3,1.0,216.0,976.0
155000,7,3,1135,3,2.0,576.0,560.0
177000,6,2,1913,2,2.0,342.0,896.0
145000,7,2,1477,2,1.0,216.0,861.0
137000,7,2,1228,2,1.0,215.0,600.0
234000,7,3,2080,3,1.0,282.0,1276.0
205000,5,2,1567,2,2.0,440.0,840.0
160000,5,3,1308,2,1.0,256.0,728.0
155000,5,2,1273,2,1.0,307.0,1273.0
163500,5,2,964,2,2.0,432.0,876.0
154900,5,2,1343,2,1.0,186.0,731.0
144800,5,2,1112,2,1.0,390.0,1112.0
174500,7,2,1564,1,1.0,234.0,704.0
193000,6,2,1561,2,2.0,463.0,1561.0
158000,5,2,1523,1,1.0,295.0,1067.0
158500,6,2,1152,3,1.0,300.0,1092.0
224000,6,2,1906,2,2.0,576.0,1310.0
115000,6,2,1032,2,2.0,452.0,516.0
137000,6,2,1229,3,2.0,462.0,561.0
121000,6,2,1229,2,2.0,462.0,561.0
124000,6,2,1229,2,2.0,462.0,561.0
147000,5,2,1344,2,1.0,468.0,672.0
123000,5,2,2168,3,2.0,576.0,760.0
78000,5,2,1192,2,1.0,189.0,596.0
75000,4,2,572,2,1.0,200.0,572.0
230000,8,4,1648,4,2.0,482.0,1596.0
57625,2,1,810,2,1.0,280.0,0.0
251000,8,3,2052,3,3.0,642.0,1107.0
239686,7,3,2149,3,2.0,670.0,1434.0
240000,7,3,1710,3,2.0,550.0,1710.0
215000,6,2,1961,3,2.0,560.0,804.0
156450,6,2,926,2,1.0,351.0,902.0
173000,6,2,1287,2,2.0,541.0,957.0
126000,5,2,1734,3,2.0,539.0,0.0
152000,5,2,1595,2,2.0,672.0,1582.0
375000,7,2,2036,2,2.0,513.0,2136.0
315500,9,3,1620,4,3.0,912.0,1620.0
224500,7,2,1692,3,2.0,650.0,846.0
410000,9,4,2036,4,3.0,780.0,2190.0
316500,9,4,1641,4,3.0,885.0,1641.0
201000,8,3,1466,3,3.0,610.0,1466.0
175000,6,2,1412,3,2.0,576.0,1392.0
213500,7,2,1479,3,2.0,578.0,1645.0
170000,7,3,2014,3,2.0,486.0,912.0
315000,9,4,1838,4,3.0,765.0,1838.0
425000,9,4,1978,4,3.0,920.0,1978.0
139500,5,2,1008,3,1.0,384.0,1008.0
115000,5,2,1771,2,2.0,336.0,0.0
162000,6,2,1204,2,2.0,412.0,1204.0
91000,4,2,988,2,1.0,297.0,462.0
130000,5,2,874,2,1.0,288.0,864.0
86000,4,2,630,3,1.0,286.0,630.0
160000,5,2,1404,2,2.0,504.0,1188.0
80000,4,2,630,2,1.0,286.0,630.0
88000,4,2,1092,2,1.0,286.0,546.0
131900,5,2,796,2,1.0,336.0,796.0
131250,6,2,1091,2,1.0,429.0,384.0
149000,5,2,883,2,2.0,698.0,828.0
143000,5,2,1362,2,2.0,480.0,796.0
130000,5,2,1287,2,2.0,440.0,624.0
173000,5,3,1632,2,2.0,898.0,784.0
176500,6,4,1414,2,2.0,601.0,1184.0
206900,6,2,2112,2,2.0,576.0,952.0
187500,6,2,1604,2,2.0,470.0,926.0
165000,6,2,1470,2,2.0,420.0,680.0
195500,6,2,1604,2,2.0,472.0,926.0
192000,6,2,1638,2,2.0,472.0,943.0
177900,5,3,1384,3,2.0,404.0,1348.0
175000,7,2,1446,2,2.0,406.0,729.0
286000,8,3,1593,4,2.0,682.0,1593.0
247900,8,3,1682,3,2.0,528.0,1664.0
180000,8,3,1337,3,2.0,462.0,1337.0
180000,8,3,1280,3,2.0,506.0,1280.0
181000,6,2,1604,2,2.0,470.0,926.0
183000,6,2,1633,2,2.0,460.0,932.0
189000,8,3,1228,3,2.0,472.0,1228.0
188500,8,3,1337,3,2.0,462.0,1337.0
355000,8,3,2500,4,3.0,683.0,1168.0
325000,9,3,2504,4,3.0,656.0,1122.0
387000,9,4,1884,4,3.0,670.0,1884.0
334000,9,4,1710,4,2.0,557.0,1710.0
215000,7,2,2093,2,2.0,542.0,791.0
226500,7,3,1688,4,2.0,528.0,1675.0
175500,6,2,1422,3,2.0,576.0,1422.0
235000,7,3,2064,3,2.0,550.0,2048.0
220000,7,3,1782,3,2.0,551.0,1782.0
161000,6,2,1211,3,2.0,461.0,1211.0
185000,7,2,2044,2,2.0,489.0,738.0
146900,5,2,1308,2,2.0,484.0,720.0
180000,6,2,1523,2,2.0,478.0,1193.0
159900,6,2,1444,2,2.0,473.0,1444.0
205000,7,2,1964,2,2.0,483.0,803.0
157000,5,2,1178,3,2.0,439.0,1176.0
133000,5,2,1792,2,2.0,480.0,896.0
151000,6,2,1054,2,2.0,460.0,1054.0
111900,4,2,936,2,1.0,288.0,936.0
123000,5,2,864,2,2.0,576.0,864.0
181000,6,3,1337,3,2.0,511.0,1405.0
103400,6,2,987,2,1.0,264.0,483.0
100000,6,2,987,2,1.0,264.0,483.0
100500,6,2,987,2,1.0,352.0,483.0
106000,6,2,987,2,1.0,280.0,483.0
85400,6,2,987,2,1.0,264.0,483.0
89500,6,2,987,2,1.0,264.0,483.0
111750,5,2,1302,2,1.0,264.0,630.0
140000,6,2,1069,2,2.0,440.0,1069.0
143000,6,2,1456,2,2.0,460.0,855.0
148500,7,2,1055,2,2.0,440.0,1055.0
394617,8,4,1932,4,3.0,774.0,1932.0
426000,10,4,2332,4,3.0,846.0,1682.0
385000,10,4,2084,4,3.0,1220.0,2078.0
446261,9,4,2713,4,3.0,858.0,1452.0
317500,8,3,1582,3,3.0,905.0,1582.0
372402,8,3,1710,3,3.0,866.0,1710.0
417500,8,3,2464,4,3.0,650.0,2418.0
383000,9,4,1950,4,3.0,706.0,1950.0
390000,9,3,2748,4,3.0,850.0,1850.0
460000,10,4,2790,4,4.0,1150.0,1620.0
379000,9,3,2331,4,3.0,1003.0,1414.0
250000,8,4,2088,3,3.0,656.0,948.0
316000,8,3,2332,4,3.0,756.0,1148.0
615000,10,4,2470,4,3.0,789.0,2535.0
412500,9,3,2668,4,3.0,726.0,1572.0
284000,7,3,2046,3,3.0,871.0,998.0
284000,8,3,1575,3,3.0,732.0,1603.0
421250,8,3,2649,3,3.0,746.0,1479.0
370000,8,3,2690,3,3.0,795.0,1765.0
336860,9,4,1866,4,3.0,870.0,1858.0
367294,9,4,1702,4,3.0,1052.0,1702.0
192000,7,3,1367,3,2.0,484.0,1367.0
274000,8,4,1518,4,2.0,588.0,1518.0
266000,9,4,1684,4,2.0,564.0,1684.0
370967,9,4,1800,4,3.0,944.0,1800.0
234250,8,3,1342,3,2.0,550.0,1342.0
219500,8,3,1342,3,2.0,550.0,1342.0
155000,7,3,1626,3,2.0,474.0,764.0
154000,7,3,1626,3,2.0,474.0,764.0
207000,7,3,1358,3,2.0,484.0,1358.0
191000,7,3,1504,3,2.0,437.0,1346.0
159895,7,3,1266,3,2.0,388.0,1266.0
187687,7,3,1246,3,2.0,428.0,1146.0
179000,6,3,1515,3,2.0,393.0,789.0
193000,6,2,1593,2,2.0,398.0,839.0
190000,7,3,1166,3,2.0,400.0,856.0
176000,6,2,1456,3,2.0,400.0,728.0
217300,7,3,1358,3,2.0,484.0,1350.0
186500,6,2,1792,2,2.0,451.0,936.0
226750,7,3,1892,2,2.0,431.0,982.0
184000,7,3,1490,3,2.0,388.0,788.0
225000,7,3,2322,2,2.0,400.0,1037.0
185900,7,2,1651,2,2.0,450.0,831.0
284500,8,3,2199,3,2.0,516.0,1173.0
315000,8,3,2630,3,3.0,696.0,1470.0
250000,8,3,2198,3,3.0,836.0,1145.0
350000,8,3,2006,3,3.0,938.0,1982.0
279500,7,3,2125,3,2.0,576.0,1064.0
350000,8,3,2113,3,3.0,839.0,2109.0
341000,7,3,2418,3,3.0,983.0,1311.0
287500,7,3,2197,3,3.0,783.0,1080.0
271000,7,3,2127,3,2.0,525.0,1223.0
301500,8,3,1987,3,2.0,691.0,1986.0
235128,8,3,1580,3,3.0,830.0,1580.0
214000,6,3,1933,3,3.0,668.0,894.0
232000,8,3,1574,3,3.0,824.0,1574.0
240000,7,3,1578,3,3.0,642.0,1578.0
264132,9,3,1506,4,2.0,592.0,1498.0
245000,8,2,1563,3,3.0,758.0,1563.0
227680,7,3,1428,4,2.0,554.0,1417.0
257000,8,3,1861,3,3.0,851.0,1341.0
297900,8,3,1874,3,3.0,880.0,955.0
212700,8,3,1372,3,2.0,588.0,1363.0
250580,7,3,1372,3,2.0,529.0,1372.0
226700,7,3,1768,3,2.0,603.0,866.0
250000,8,3,1992,3,2.0,648.0,1053.0
250000,7,3,1958,3,3.0,936.0,1026.0
339750,8,3,2078,4,3.0,836.0,1034.0
256000,8,3,1660,3,3.0,660.0,1660.0
230348,7,3,1218,3,2.0,462.0,1218.0
207500,6,3,1728,3,2.0,673.0,864.0
188000,6,3,1696,3,2.0,542.0,835.0
192500,7,3,1663,3,2.0,478.0,835.0
159000,5,2,1114,3,2.0,576.0,1114.0
155000,6,2,1114,3,2.0,576.0,1114.0
173000,6,3,1640,3,2.0,520.0,798.0
170000,7,3,1162,3,2.0,483.0,1162.0
182000,6,3,1609,3,2.0,525.0,754.0
163000,6,3,1680,3,2.0,474.0,886.0
193500,6,2,1679,3,2.0,575.0,1408.0
189000,7,3,1657,3,2.0,483.0,832.0
190500,6,3,1677,3,2.0,627.0,827.0
175000,7,3,1737,3,2.0,506.0,836.0
187000,6,3,1710,3,2.0,506.0,832.0
193000,6,3,1617,3,2.0,533.0,1604.0
153900,6,3,1199,3,2.0,530.0,1199.0
128000,5,2,984,2,1.0,384.0,984.0
135000,5,2,864,3,1.0,420.0,864.0
115000,5,2,890,2,1.0,308.0,890.0
119916,5,2,864,2,1.0,276.0,864.0
142000,6,2,912,3,1.0,288.0,912.0
192000,6,2,1430,2,2.0,484.0,1430.0
140000,5,2,1641,2,2.0,490.0,1001.0
372500,9,3,2786,3,2.0,636.0,1848.0
196000,7,3,1391,3,2.0,530.0,1391.0
171900,7,3,1250,3,2.0,625.0,625.0
178000,7,3,1245,3,2.0,495.0,1235.0
165000,6,3,1200,3,2.0,480.0,600.0
146000,7,3,1392,3,2.0,540.0,689.0
146000,7,3,1392,3,2.0,540.0,689.0
179400,7,2,1501,2,2.0,440.0,744.0
172900,6,2,1549,2,2.0,440.0,744.0
290000,9,3,1419,4,2.0,588.0,1419.0
305000,9,3,1557,4,2.0,484.0,1557.0
328900,9,3,1709,3,2.0,506.0,1698.0
160000,7,3,1252,3,2.0,462.0,600.0
170000,7,3,1404,3,2.0,462.0,672.0
223000,7,2,1789,2,2.0,546.0,858.0
170000,8,3,1586,3,2.0,480.0,960.0
200000,8,3,1607,3,2.0,480.0,960.0
345000,10,4,2393,4,2.0,846.0,970.0
245500,8,3,1288,4,2.0,500.0,1260.0
217500,8,3,1239,3,2.0,477.0,1230.0
324000,8,3,1719,3,2.0,473.0,1719.0
290000,8,4,1671,4,2.0,550.0,1426.0
174000,7,2,1682,2,2.0,530.0,1304.0
150000,6,2,1740,2,2.0,512.0,1740.0
145000,6,3,1258,3,2.0,528.0,1258.0
140500,5,2,1625,2,2.0,484.0,1625.0
240000,6,2,2614,2,2.0,624.0,1522.0
141000,5,2,1464,2,2.0,470.0,732.0
147000,5,2,912,3,2.0,576.0,912.0
135000,5,3,925,2,2.0,576.0,912.0
145000,5,2,1728,2,2.0,576.0,1728.0
142600,5,2,1728,2,2.0,576.0,1728.0
135000,5,2,1656,2,2.0,506.0,1656.0
185000,6,3,1876,3,2.0,540.0,901.0
98000,5,2,1014,2,1.0,267.0,0.0
109008,4,2,907,2,1.0,352.0,907.0
155000,5,2,1128,2,2.0,525.0,1120.0
180500,6,2,1425,2,2.0,576.0,1425.0
174900,6,2,1165,2,2.0,490.0,1127.0
140000,6,2,1136,2,1.0,384.0,1136.0
145000,6,2,1092,2,2.0,504.0,1092.0
179900,5,2,1265,3,2.0,502.0,1219.0
168500,6,2,1350,2,2.0,520.0,1248.0
140000,5,2,1114,2,2.0,451.0,1114.0
145500,5,3,1053,3,1.0,312.0,1053.0
142000,6,3,1252,3,2.0,528.0,1252.0
118000,5,2,1077,2,1.0,205.0,991.0
87000,4,2,906,2,1.0,231.0,348.0
141500,5,1,1496,3,2.0,450.0,1296.0
119000,6,2,1252,2,1.0,288.0,1032.0
141500,5,2,1337,3,1.0,264.0,572.0
165500,6,2,1661,3,1.0,377.0,992.0
112900,5,2,1036,2,1.0,312.0,1036.0
163000,6,2,1362,2,2.0,504.0,1362.0
139950,5,2,1144,2,2.0,456.0,1144.0
174000,6,3,1537,3,2.0,462.0,1319.0
165000,6,2,1431,2,1.0,296.0,1099.0
227000,6,3,1988,3,2.0,480.0,1104.0
124000,5,2,1144,2,1.0,336.0,1144.0
140000,5,2,1283,2,2.0,506.0,931.0
136500,5,2,1176,2,1.0,292.0,1176.0
185000,5,2,1440,3,1.0,480.0,1248.0
163000,6,2,1261,2,2.0,433.0,1261.0
166800,6,2,1570,2,2.0,441.0,1395.0
139000,6,2,1196,2,1.0,297.0,1196.0
166000,6,2,1392,2,2.0,458.0,1392.0
136000,6,2,1080,2,1.0,288.0,1080.0
133000,5,2,1104,2,1.0,384.0,1104.0
116000,5,2,882,3,1.0,240.0,720.0
137500,5,2,1152,2,2.0,636.0,1152.0
180000,6,2,1790,2,2.0,540.0,998.0
139000,5,2,952,2,2.0,840.0,952.0
110000,5,2,773,2,1.0,240.0,773.0
100000,5,2,1764,2,1.0,301.0,0.0
118500,5,2,1216,2,1.0,336.0,832.0
146000,5,2,1824,2,2.0,484.0,1824.0
89900,4,2,869,2,1.0,390.0,0.0
114000,5,2,1159,2,1.0,288.0,747.0
140000,5,2,1558,2,1.0,288.0,913.0
86900,4,3,672,2,1.0,308.0,672.0
139000,5,2,1436,2,4.0,1488.0,892.0
171000,6,2,1716,2,2.0,490.0,858.0
139000,5,2,1044,2,2.0,372.0,912.0
186000,7,2,1312,2,2.0,495.0,1312.0
242000,7,2,2069,3,2.0,505.0,585.0
116000,5,3,910,3,2.0,414.0,105.0
94000,5,2,876,2,2.0,576.0,876.0
98300,5,2,1048,2,2.0,420.0,0.0
127000,5,2,1507,2,1.0,404.0,1075.0
159000,5,2,1256,3,1.0,311.0,1256.0
125900,5,2,1027,2,1.0,299.0,1027.0
155000,5,2,1269,2,1.0,308.0,1269.0
138000,6,2,1320,2,2.0,576.0,768.0
112500,6,2,984,2,1.0,280.0,936.0
105500,6,2,832,3,2.0,528.0,832.0
127500,6,2,1278,2,1.0,240.0,854.0
150000,5,2,1588,2,2.0,480.0,768.0
109500,5,2,825,2,1.0,350.0,825.0
140000,6,2,1796,2,2.0,483.0,780.0
167900,6,2,1611,2,2.0,442.0,780.0
136870,5,2,1117,2,1.0,264.0,1117.0
143000,6,2,1133,2,1.0,308.0,192.0
73000,5,2,764,2,2.0,504.0,680.0
157500,5,2,1539,3,2.0,686.0,650.0
122600,5,2,1323,2,2.0,400.0,780.0
111000,5,2,1360,2,1.0,330.0,680.0
256000,6,3,2792,2,2.0,520.0,1510.0
64000,5,2,672,2,1.0,256.0,672.0
139500,6,3,1456,3,1.0,308.0,728.0
200000,7,2,2082,3,2.0,484.0,1362.0
119164,4,2,1656,2,2.0,440.0,801.0
122250,5,1,1740,4,1.0,225.0,936.0
155000,6,2,1436,2,2.0,828.0,884.0
78000,5,2,899,2,1.0,200.0,481.0
115000,5,2,789,2,1.0,250.0,789.0
147000,5,2,1122,3,2.0,528.0,924.0
140000,5,2,1499,2,3.0,869.0,904.0
46500,2,2,407,2,1.0,297.0,407.0
112500,5,2,928,2,1.0,288.0,928.0
107900,4,2,901,2,1.0,281.0,901.0
295000,7,2,3493,3,3.0,870.0,1470.0
139500,5,2,1627,2,2.0,420.0,797.0
153900,5,2,1416,2,3.0,720.0,876.0
132000,7,2,1450,2,1.0,288.0,624.0
98000,5,2,1344,2,3.0,513.0,624.0
114000,5,2,1017,2,1.0,308.0,346.0
130000,5,2,2350,2,2.0,393.0,973.0
129500,6,2,2058,2,2.0,396.0,735.0
161000,7,2,1378,3,2.0,360.0,689.0
163000,6,2,1912,2,2.0,672.0,482.0
325000,10,4,2775,3,2.0,880.0,1237.0
55000,2,1,1086,2,2.0,400.0,723.0
184000,7,2,2495,2,2.0,342.0,1313.0
110000,5,2,984,1,1.0,308.0,984.0
131500,5,2,1795,2,1.0,352.0,1050.0
97000,5,2,882,2,1.0,308.0,0.0
115500,4,2,1093,2,1.0,308.0,869.0
138000,5,3,1143,2,1.0,288.0,1008.0
79500,5,2,935,2,1.0,308.0,742.0
124000,5,2,1210,3,1.0,240.0,672.0
106900,6,2,1290,2,1.0,200.0,554.0
164900,6,2,1672,3,1.0,240.0,981.0
119000,5,2,949,2,2.0,370.0,949.0
120000,6,2,1158,2,1.0,208.0,862.0
157000,6,2,1497,2,1.0,672.0,825.0
105000,6,2,1342,2,1.0,240.0,739.0
113000,6,2,1013,2,1.0,160.0,992.0
115000,5,2,1216,2,1.0,355.0,565.0
123000,4,2,1136,2,1.0,336.0,704.0
162900,5,2,1573,2,2.0,360.0,1078.0
150000,7,2,2009,2,2.0,400.0,989.0
123500,5,2,1902,2,2.0,576.0,1100.0
129900,7,2,1774,2,2.0,468.0,952.0
128000,6,2,1362,2,2.0,502.0,611.0
68500,4,2,520,1,1.0,240.0,520.0
127000,5,2,1285,2,1.0,240.0,672.0
207000,6,2,1848,3,2.0,370.0,833.0
184000,7,2,1820,2,1.0,240.0,1026.0
162500,6,2,1716,3,2.0,672.0,810.0
130000,6,2,838,1,1.0,275.0,816.0
127500,6,3,1609,2,1.0,228.0,796.0
136000,6,2,1536,2,1.0,308.0,768.0
141000,6,2,1969,2,2.0,400.0,1272.0
127500,6,2,1040,2,2.0,320.0,1040.0
127000,6,2,1236,2,1.0,384.0,768.0
125000,5,2,825,2,2.0,720.0,825.0
85000,5,2,759,2,2.0,576.0,451.0
135000,6,2,1469,2,1.0,216.0,756.0
124000,5,3,1054,2,1.0,240.0,1046.0
134000,5,2,1211,2,1.0,322.0,952.0
135000,5,2,1271,2,1.0,312.0,720.0
134432,4,2,1588,2,2.0,680.0,0.0
129500,5,2,1040,2,1.0,384.0,1040.0
157500,6,2,1096,2,2.0,484.0,1008.0
145000,5,2,992,3,1.0,294.0,992.0
130000,5,2,894,3,2.0,450.0,894.0
108959,4,2,1258,2,2.0,400.0,1198.0
95541,5,2,1140,2,2.0,400.0,1300.0
144900,5,2,960,3,1.0,300.0,960.0
185000,6,2,1188,2,2.0,621.0,988.0
140000,5,2,1601,2,1.0,300.0,533.0
108000,5,2,672,2,1.0,240.0,672.0
152400,5,2,1350,3,3.0,627.0,576.0
192000,7,2,2022,2,2.0,505.0,1160.0
245000,7,2,1524,2,2.0,478.0,1524.0
241500,7,2,1363,2,2.0,439.0,1385.0
177000,6,2,1357,4,1.0,312.0,1019.0
125600,7,2,1079,2,1.0,249.0,570.0
155000,6,2,1094,2,2.0,495.0,1094.0
240000,6,2,2358,2,2.0,360.0,907.0
185000,6,2,1674,2,2.0,396.0,1163.0
235000,6,2,2108,3,2.0,540.0,1127.0
159900,5,2,1509,3,1.0,322.0,1509.0
134500,6,3,1269,2,1.0,280.0,621.0
119000,5,2,1367,2,1.0,384.0,861.0
125000,5,2,1164,2,1.0,240.0,1164.0
95000,5,2,1111,2,1.0,200.0,616.0
262280,7,2,2329,3,2.0,514.0,1475.0
226500,7,3,1626,3,2.0,534.0,1602.0
229000,7,3,2037,3,2.0,472.0,672.0
177439,7,3,1356,3,2.0,484.0,628.0
248500,8,3,1615,3,3.0,864.0,1615.0
475000,9,3,2276,4,3.0,1348.0,2271.0
395039,9,4,1766,4,3.0,874.0,1751.0
228000,7,3,2097,3,3.0,678.0,1080.0
200000,6,2,1688,3,2.0,603.0,616.0
155000,5,2,990,2,2.0,528.0,990.0
144000,5,2,1099,3,1.0,352.0,1099.0
145000,5,2,990,2,2.0,672.0,990.0
207500,7,3,1652,3,2.0,532.0,782.0
193000,7,3,1790,3,2.0,588.0,873.0
188000,7,2,1724,3,2.0,527.0,880.0
191000,7,3,1479,3,2.0,577.0,1468.0
221000,7,3,1494,3,2.0,530.0,1494.0
231500,7,3,1792,3,2.0,564.0,963.0
235000,7,3,1823,3,2.0,626.0,928.0
223500,7,3,1786,3,2.0,608.0,920.0
149900,5,3,985,2,1.0,328.0,985.0
163000,5,2,1558,2,2.0,440.0,864.0
110000,5,2,924,2,1.0,280.0,924.0
127000,5,2,864,2,1.0,352.0,864.0
124900,5,2,780,2,1.0,352.0,780.0
230000,8,3,1795,3,2.0,534.0,1777.0
230000,8,3,1852,3,3.0,660.0,1004.0
222500,7,3,2031,3,2.0,541.0,1153.0
224900,7,3,1768,3,2.0,543.0,884.0
240000,7,3,2327,3,2.0,596.0,1129.0
183000,7,3,1640,3,2.0,595.0,798.0
207000,8,3,1764,3,2.0,560.0,850.0
210000,7,3,1908,3,2.0,493.0,915.0
